Year,Region,Region Code,Livestock type,Value,Value Unit,Value Label,Null Reason
2014,Tasman,Tasman Region,Deer,41140.73765,number,Kilograms of nitrogen leached,
2015,Tasman,Tasman Region,Deer,36037.41808,number,Kilograms of nitrogen leached,
2016,Tasman,Tasman Region,Deer,43150.36432,number,Kilograms of nitrogen leached,
2017,Tasman,Tasman Region,Deer,29289.60118,number,Kilograms of nitrogen leached,
1990,Tasman,Tasman Region,Sheep,694227.9897,number,Kilograms of nitrogen leached,
1991,Tasman,Tasman Region,Sheep,694227.9897,number,Kilograms of nitrogen leached,
1992,Tasman,Tasman Region,Sheep,694227.9897,number,Kilograms of nitrogen leached,
1993,Tasman,Tasman Region,Sheep,694227.9897,number,Kilograms of nitrogen leached,
1994,Tasman,Tasman Region,Sheep,626468.4007,number,Kilograms of nitrogen leached,
1995,Tasman,Tasman Region,Sheep,603497.5241,number,Kilograms of nitrogen leached,
1996,Tasman,Tasman Region,Sheep,597748.5384,number,Kilograms of nitrogen leached,
1997,Tasman,Tasman Region,Sheep,0,number,Kilograms of nitrogen leached,
1998,Tasman,Tasman Region,Sheep,0,number,Kilograms of nitrogen leached,
1999,Tasman,Tasman Region,Sheep,639451.1704,number,Kilograms of nitrogen leached,
2000,Tasman,Tasman Region,Sheep,0,number,Kilograms of nitrogen leached,
2001,Tasman,Tasman Region,Sheep,0,number,Kilograms of nitrogen leached,
2002,Tasman,Tasman Region,Sheep,525267.6742,number,Kilograms of nitrogen leached,
2003,Tasman,Tasman Region,Sheep,594103.6313,number,Kilograms of nitrogen leached,
2004,Tasman,Tasman Region,Sheep,499888.9767,number,Kilograms of nitrogen leached,
2005,Tasman,Tasman Region,Sheep,480493.7067,number,Kilograms of nitrogen leached,
2006,Tasman,Tasman Region,Sheep,477055.2264,number,Kilograms of nitrogen leached,
2007,Tasman,Tasman Region,Sheep,513833.1053,number,Kilograms of nitrogen leached,
2008,Tasman,Tasman Region,Sheep,498561.9474,number,Kilograms of nitrogen leached,
2009,Tasman,Tasman Region,Sheep,483289.315,number,Kilograms of nitrogen leached,
2010,Tasman,Tasman Region,Sheep,467850.0667,number,Kilograms of nitrogen leached,
2011,Tasman,Tasman Region,Sheep,368088.4297,number,Kilograms of nitrogen leached,
2012,Tasman,Tasman Region,Sheep,408248.7588,number,Kilograms of nitrogen leached,
2013,Tasman,Tasman Region,Sheep,392001.4971,number,Kilograms of nitrogen leached,
2014,Tasman,Tasman Region,Sheep,357846.7127,number,Kilograms of nitrogen leached,
2016,Tasman,Tasman Region,Sheep,373262.3693,number,Kilograms of nitrogen leached,
2017,Tasman,Tasman Region,Sheep,386133.0788,number,Kilograms of nitrogen leached,
1990,Waikato,Waikato Region,Beef cattle,9109813.106,number,Kilograms of nitrogen leached,
1991,Waikato,Waikato Region,Beef cattle,9174486.627,number,Kilograms of nitrogen leached,
1992,Waikato,Waikato Region,Beef cattle,8985583.249,number,Kilograms of nitrogen leached,
1993,Waikato,Waikato Region,Beef cattle,10260266.62,number,Kilograms of nitrogen leached,
1994,Waikato,Waikato Region,Beef cattle,10449854.7,number,Kilograms of nitrogen leached,
1995,Waikato,Waikato Region,Beef cattle,10381193.13,number,Kilograms of nitrogen leached,
1996,Waikato,Waikato Region,Beef cattle,9268421.792,number,Kilograms of nitrogen leached,
1997,Waikato,Waikato Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1998,Waikato,Waikato Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1999,Waikato,Waikato Region,Beef cattle,8161140.01,number,Kilograms of nitrogen leached,
2000,Waikato,Waikato Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2001,Waikato,Waikato Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2002,Waikato,Waikato Region,Beef cattle,8010723.624,number,Kilograms of nitrogen leached,
2003,Waikato,Waikato Region,Beef cattle,8363268.786,number,Kilograms of nitrogen leached,
2004,Waikato,Waikato Region,Beef cattle,7845243.977,number,Kilograms of nitrogen leached,
2005,Waikato,Waikato Region,Beef cattle,8127421.85,number,Kilograms of nitrogen leached,
2006,Waikato,Waikato Region,Beef cattle,7943179.195,number,Kilograms of nitrogen leached,
2007,Waikato,Waikato Region,Beef cattle,8127241.668,number,Kilograms of nitrogen leached,
2008,Waikato,Waikato Region,Beef cattle,6924547.224,number,Kilograms of nitrogen leached,
2009,Waikato,Waikato Region,Beef cattle,7183301.367,number,Kilograms of nitrogen leached,
2010,Waikato,Waikato Region,Beef cattle,6430714.925,number,Kilograms of nitrogen leached,
2011,Waikato,Waikato Region,Beef cattle,6190567.633,number,Kilograms of nitrogen leached,
2012,Waikato,Waikato Region,Beef cattle,6076584.157,number,Kilograms of nitrogen leached,
2013,Waikato,Waikato Region,Beef cattle,6025472.376,number,Kilograms of nitrogen leached,
2014,Waikato,Waikato Region,Beef cattle,5637683.509,number,Kilograms of nitrogen leached,
2015,Waikato,Waikato Region,Beef cattle,5567856.768,number,Kilograms of nitrogen leached,
2016,Waikato,Waikato Region,Beef cattle,5990012.452,number,Kilograms of nitrogen leached,
2017,Waikato,Waikato Region,Beef cattle,5862335.102,number,Kilograms of nitrogen leached,
1990,Waikato,Waikato Region,Dairy cattle,28092851.14,number,Kilograms of nitrogen leached,
1991,Waikato,Waikato Region,Dairy cattle,27534311.95,number,Kilograms of nitrogen leached,
1992,Waikato,Waikato Region,Dairy cattle,27344171.42,number,Kilograms of nitrogen leached,
1993,Waikato,Waikato Region,Dairy cattle,30577308.63,number,Kilograms of nitrogen leached,
1994,Waikato,Waikato Region,Dairy cattle,31634270.82,number,Kilograms of nitrogen leached,
1995,Waikato,Waikato Region,Dairy cattle,33518490.67,number,Kilograms of nitrogen leached,
1996,Waikato,Waikato Region,Dairy cattle,34173013.31,number,Kilograms of nitrogen leached,
1997,Waikato,Waikato Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1998,Waikato,Waikato Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1999,Waikato,Waikato Region,Dairy cattle,33077279.26,number,Kilograms of nitrogen leached,
2000,Waikato,Waikato Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2001,Waikato,Waikato Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2002,Waikato,Waikato Region,Dairy cattle,36603229.81,number,Kilograms of nitrogen leached,
2003,Waikato,Waikato Region,Dairy cattle,36964895.1,number,Kilograms of nitrogen leached,
2004,Waikato,Waikato Region,Dairy cattle,37092058.87,number,Kilograms of nitrogen leached,
2005,Waikato,Waikato Region,Dairy cattle,37986804.19,number,Kilograms of nitrogen leached,
2006,Waikato,Waikato Region,Dairy cattle,38185504.46,number,Kilograms of nitrogen leached,
2007,Waikato,Waikato Region,Dairy cattle,36735828.68,number,Kilograms of nitrogen leached,
2008,Waikato,Waikato Region,Dairy cattle,37790920.5,number,Kilograms of nitrogen leached,
2009,Waikato,Waikato Region,Dairy cattle,39312704.89,number,Kilograms of nitrogen leached,
2010,Waikato,Waikato Region,Dairy cattle,38675565.77,number,Kilograms of nitrogen leached,
2011,Waikato,Waikato Region,Dairy cattle,39515277.94,number,Kilograms of nitrogen leached,
2012,Waikato,Waikato Region,Dairy cattle,40320531.13,number,Kilograms of nitrogen leached,
2013,Waikato,Waikato Region,Dairy cattle,40441071.56,number,Kilograms of nitrogen leached,
2014,Waikato,Waikato Region,Dairy cattle,42127163.25,number,Kilograms of nitrogen leached,
2015,Waikato,Waikato Region,Dairy cattle,38770735.06,number,Kilograms of nitrogen leached,
2016,Waikato,Waikato Region,Dairy cattle,40822012.76,number,Kilograms of nitrogen leached,
2017,Waikato,Waikato Region,Dairy cattle,41183414,number,Kilograms of nitrogen leached,
1990,Waikato,Waikato Region,Deer,400651.3381,number,Kilograms of nitrogen leached,
1991,Waikato,Waikato Region,Deer,415750.7782,number,Kilograms of nitrogen leached,
1992,Waikato,Waikato Region,Deer,398920.325,number,Kilograms of nitrogen leached,
1993,Waikato,Waikato Region,Deer,415706.4601,number,Kilograms of nitrogen leached,
1994,Waikato,Waikato Region,Deer,422317.679,number,Kilograms of nitrogen leached,
1995,Waikato,Waikato Region,Deer,367235.4847,number,Kilograms of nitrogen leached,
1996,Waikato,Waikato Region,Deer,387971.1453,number,Kilograms of nitrogen leached,
1997,Waikato,Waikato Region,Deer,0,number,Kilograms of nitrogen leached,
1998,Waikato,Waikato Region,Deer,0,number,Kilograms of nitrogen leached,
1999,Waikato,Waikato Region,Deer,400560.095,number,Kilograms of nitrogen leached,
2000,Waikato,Waikato Region,Deer,0,number,Kilograms of nitrogen leached,
2001,Waikato,Waikato Region,Deer,0,number,Kilograms of nitrogen leached,
2002,Waikato,Waikato Region,Deer,373048.9777,number,Kilograms of nitrogen leached,
2003,Waikato,Waikato Region,Deer,364513.8315,number,Kilograms of nitrogen leached,
2004,Waikato,Waikato Region,Deer,376620.4958,number,Kilograms of nitrogen leached,
2005,Waikato,Waikato Region,Deer,368922.1797,number,Kilograms of nitrogen leached,
2006,Waikato,Waikato Region,Deer,330000.4531,number,Kilograms of nitrogen leached,
2007,Waikato,Waikato Region,Deer,303850.1624,number,Kilograms of nitrogen leached,
2008,Waikato,Waikato Region,Deer,239487.2349,number,Kilograms of nitrogen leached,
2009,Waikato,Waikato Region,Deer,254198.2398,number,Kilograms of nitrogen leached,
2010,Waikato,Waikato Region,Deer,218858.459,number,Kilograms of nitrogen leached,
2011,Waikato,Waikato Region,Deer,200633.2889,number,Kilograms of nitrogen leached,
2012,Waikato,Waikato Region,Deer,211212.2819,number,Kilograms of nitrogen leached,
2013,Waikato,Waikato Region,Deer,205810.6867,number,Kilograms of nitrogen leached,
2014,Waikato,Waikato Region,Deer,196342.2532,number,Kilograms of nitrogen leached,
2015,Waikato,Waikato Region,Deer,181248.027,number,Kilograms of nitrogen leached,
2016,Waikato,Waikato Region,Deer,166351.9288,number,Kilograms of nitrogen leached,
2017,Waikato,Waikato Region,Deer,163492.1074,number,Kilograms of nitrogen leached,
1990,Waikato,Waikato Region,Sheep,6379545.89,number,Kilograms of nitrogen leached,
1991,Waikato,Waikato Region,Sheep,5672751.596,number,Kilograms of nitrogen leached,
1992,Waikato,Waikato Region,Sheep,5227590.814,number,Kilograms of nitrogen leached,
1993,Waikato,Waikato Region,Sheep,5366297.81,number,Kilograms of nitrogen leached,
1994,Waikato,Waikato Region,Sheep,5145556.573,number,Kilograms of nitrogen leached,
1995,Waikato,Waikato Region,Sheep,5015707.192,number,Kilograms of nitrogen leached,
1996,Waikato,Waikato Region,Sheep,4805455.836,number,Kilograms of nitrogen leached,
1997,Waikato,Waikato Region,Sheep,0,number,Kilograms of nitrogen leached,
1998,Waikato,Waikato Region,Sheep,0,number,Kilograms of nitrogen leached,
1999,Waikato,Waikato Region,Sheep,4088762.358,number,Kilograms of nitrogen leached,
2000,Waikato,Waikato Region,Sheep,0,number,Kilograms of nitrogen leached,
2001,Waikato,Waikato Region,Sheep,0,number,Kilograms of nitrogen leached,
2002,Waikato,Waikato Region,Sheep,3698851.806,number,Kilograms of nitrogen leached,
2003,Waikato,Waikato Region,Sheep,3437359.547,number,Kilograms of nitrogen leached,
2004,Waikato,Waikato Region,Sheep,3506188.694,number,Kilograms of nitrogen leached,
2005,Waikato,Waikato Region,Sheep,3645723.238,number,Kilograms of nitrogen leached,
2006,Waikato,Waikato Region,Sheep,3862342.431,number,Kilograms of nitrogen leached,
2007,Waikato,Waikato Region,Sheep,3795512.24,number,Kilograms of nitrogen leached,
2008,Waikato,Waikato Region,Sheep,3094276.784,number,Kilograms of nitrogen leached,
2009,Waikato,Waikato Region,Sheep,2999013.193,number,Kilograms of nitrogen leached,
2010,Waikato,Waikato Region,Sheep,2828521.228,number,Kilograms of nitrogen leached,
2011,Waikato,Waikato Region,Sheep,2622894.152,number,Kilograms of nitrogen leached,
2012,Waikato,Waikato Region,Sheep,2534784.569,number,Kilograms of nitrogen leached,
2013,Waikato,Waikato Region,Sheep,2748113.546,number,Kilograms of nitrogen leached,
2014,Waikato,Waikato Region,Sheep,2424492.425,number,Kilograms of nitrogen leached,
2015,Waikato,Waikato Region,Sheep,2348537.806,number,Kilograms of nitrogen leached,
2016,Waikato,Waikato Region,Sheep,2377613.27,number,Kilograms of nitrogen leached,
2017,Waikato,Waikato Region,Sheep,2110134.131,number,Kilograms of nitrogen leached,
1990,Wellington,Wellington Region,Beef cattle,1747965.975,number,Kilograms of nitrogen leached,
1991,Wellington,Wellington Region,Beef cattle,1834020.888,number,Kilograms of nitrogen leached,
1992,Wellington,Wellington Region,Beef cattle,1980911.182,number,Kilograms of nitrogen leached,
1993,Wellington,Wellington Region,Beef cattle,2080320.718,number,Kilograms of nitrogen leached,
1994,Wellington,Wellington Region,Beef cattle,2247031.641,number,Kilograms of nitrogen leached,
1995,Wellington,Wellington Region,Beef cattle,2313170.837,number,Kilograms of nitrogen leached,
1996,Wellington,Wellington Region,Beef cattle,2132164.973,number,Kilograms of nitrogen leached,
1997,Wellington,Wellington Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1998,Wellington,Wellington Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1999,Wellington,Wellington Region,Beef cattle,1921723.997,number,Kilograms of nitrogen leached,
2000,Wellington,Wellington Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2001,Wellington,Wellington Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2002,Wellington,Wellington Region,Beef cattle,1915712.304,number,Kilograms of nitrogen leached,
2003,Wellington,Wellington Region,Beef cattle,1862568.509,number,Kilograms of nitrogen leached,
2004,Wellington,Wellington Region,Beef cattle,1840550.285,number,Kilograms of nitrogen leached,
2005,Wellington,Wellington Region,Beef cattle,1807047.507,number,Kilograms of nitrogen leached,
2006,Wellington,Wellington Region,Beef cattle,1861659.887,number,Kilograms of nitrogen leached,
2007,Wellington,Wellington Region,Beef cattle,1647246.334,number,Kilograms of nitrogen leached,
2008,Wellington,Wellington Region,Beef cattle,1483176.753,number,Kilograms of nitrogen leached,
2009,Wellington,Wellington Region,Beef cattle,1550932.45,number,Kilograms of nitrogen leached,
2010,Wellington,Wellington Region,Beef cattle,1515052.465,number,Kilograms of nitrogen leached,
2011,Wellington,Wellington Region,Beef cattle,1590732.187,number,Kilograms of nitrogen leached,
2012,Wellington,Wellington Region,Beef cattle,1483588.803,number,Kilograms of nitrogen leached,
2013,Wellington,Wellington Region,Beef cattle,1389039.335,number,Kilograms of nitrogen leached,
2014,Wellington,Wellington Region,Beef cattle,1567572.903,number,Kilograms of nitrogen leached,
2015,Wellington,Wellington Region,Beef cattle,1282963.053,number,Kilograms of nitrogen leached,
2016,Wellington,Wellington Region,Beef cattle,1170653.204,number,Kilograms of nitrogen leached,
2017,Wellington,Wellington Region,Beef cattle,1425521.547,number,Kilograms of nitrogen leached,
1990,Wellington,Wellington Region,Dairy cattle,1158266.046,number,Kilograms of nitrogen leached,
1991,Wellington,Wellington Region,Dairy cattle,1242448.335,number,Kilograms of nitrogen leached,
1992,Wellington,Wellington Region,Dairy cattle,1374298.104,number,Kilograms of nitrogen leached,
1993,Wellington,Wellington Region,Dairy cattle,1424096.078,number,Kilograms of nitrogen leached,
1994,Wellington,Wellington Region,Dairy cattle,1554982.494,number,Kilograms of nitrogen leached,
1995,Wellington,Wellington Region,Dairy cattle,1711360.73,number,Kilograms of nitrogen leached,
1996,Wellington,Wellington Region,Dairy cattle,1729645.924,number,Kilograms of nitrogen leached,
1997,Wellington,Wellington Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1998,Wellington,Wellington Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1999,Wellington,Wellington Region,Dairy cattle,1802286.495,number,Kilograms of nitrogen leached,
2000,Wellington,Wellington Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2001,Wellington,Wellington Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2002,Wellington,Wellington Region,Dairy cattle,2059724.236,number,Kilograms of nitrogen leached,
2003,Wellington,Wellington Region,Dairy cattle,2074415.379,number,Kilograms of nitrogen leached,
2004,Wellington,Wellington Region,Dairy cattle,1760343.559,number,Kilograms of nitrogen leached,
2005,Wellington,Wellington Region,Dairy cattle,1765049.171,number,Kilograms of nitrogen leached,
2006,Wellington,Wellington Region,Dairy cattle,1913553.843,number,Kilograms of nitrogen leached,
2007,Wellington,Wellington Region,Dairy cattle,1718974.93,number,Kilograms of nitrogen leached,
2008,Wellington,Wellington Region,Dairy cattle,1917907.461,number,Kilograms of nitrogen leached,
